PLMNID,LAC/TAC,Cell ID/ECI,Technology,,
310410,26520,21912,GSM/UMTS,6798,5598
310410,26010,21913,GSM/UMTS,659A,5599
310410,26520,21913,GSM/UMTS,6798,5599
310410,26520,21914,GSM/UMTS,6798,559A
310410,26520,21915,GSM/UMTS,6798,559B
310410,26520,21916,GSM/UMTS,6798,559C
310410,26010,21917,GSM/UMTS,659A,559D
310410,26520,21917,GSM/UMTS,6798,559D
310410,26010,21918,GSM/UMTS,659A,559E
310410,26520,21918,GSM/UMTS,6798,559E
310410,26010,21919,GSM/UMTS,659A,559F
310410,26520,21919,GSM/UMTS,6798,559F
310410,26010,21951,GSM/UMTS,659A,55BF
310410,26520,21951,GSM/UMTS,6798,55BF
310410,26010,21952,GSM/UMTS,659A,55C0
310410,26520,21952,GSM/UMTS,6798,55C0
310410,26010,21953,GSM/UMTS,659A,55C1
310410,26520,21953,GSM/UMTS,6798,55C1
310410,26520,21954,GSM/UMTS,6798,55C2
310410,26520,21955,GSM/UMTS,6798,55C3
310410,26520,21956,GSM/UMTS,6798,55C4
310410,26520,21957,GSM/UMTS,6798,55C5
310410,26520,21958,GSM/UMTS,6798,55C6
310410,26520,21959,GSM/UMTS,6798,55C7
310410,26010,21961,GSM/UMTS,659A,55C9
310410,26510,21961,GSM/UMTS,678E,55C9
310410,26010,21962,GSM/UMTS,659A,55CA
310410,26510,21962,GSM/UMTS,678E,55CA
310410,26010,21963,GSM/UMTS,659A,55CB
310410,26510,21964,GSM/UMTS,678E,55CC
310410,26510,21965,GSM/UMTS,678E,55CD
310410,26510,21967,GSM/UMTS,678E,55CF
310410,26510,21968,GSM/UMTS,678E,55D0
310410,41999,22074,GSM/UMTS,A40F,563A
310410,41999,22075,GSM/UMTS,A40F,563B
310410,41999,22076,GSM/UMTS,A40F,563C
310410,26513,22127,GSM/UMTS,6791,566F
310410,26513,22128,GSM/UMTS,6791,5670
310410,26513,22129,GSM/UMTS,6791,5671
310410,26010,22641,GSM/UMTS,659A,5871
310410,26510,22641,GSM/UMTS,678E,5871
310410,26010,22642,GSM/UMTS,659A,5872
310410,26510,22642,GSM/UMTS,678E,5872
310410,26010,22643,GSM/UMTS,659A,5873
310410,26510,22643,GSM/UMTS,678E,5873
310410,26510,22644,GSM/UMTS,678E,5874
310410,26510,22645,GSM/UMTS,678E,5875
310410,26510,22646,GSM/UMTS,678E,5876
310410,26010,22647,GSM/UMTS,659A,5877
310410,26510,22647,GSM/UMTS,678E,5877
310410,26010,22648,GSM/UMTS,659A,5878
310410,26510,22648,GSM/UMTS,678E,5878
310410,26010,22649,GSM/UMTS,659A,5879
310410,26510,22649,GSM/UMTS,678E,5879
310410,52042,23421,GSM/UMTS,CB4A,5B7D
310410,52042,23422,GSM/UMTS,CB4A,5B7E
310410,52042,23423,GSM/UMTS,CB4A,5B7F
310410,41997,24004,GSM/UMTS,A40D,5DC4
310410,41997,24081,GSM/UMTS,A40D,5E11
310410,41997,24082,GSM/UMTS,A40D,5E12
310410,41997,24083,GSM/UMTS,A40D,5E13
310410,41997,24084,GSM/UMTS,A40D,5E14
310410,41997,24085,GSM/UMTS,A40D,5E15
310410,41997,24086,GSM/UMTS,A40D,5E16
310410,41997,24087,GSM/UMTS,A40D,5E17
310410,41997,24088,GSM/UMTS,A40D,5E18
310410,41997,24089,GSM/UMTS,A40D,5E19
310410,26540,24511,GSM/UMTS,67AC,5FBF
310410,421,24511,GSM/UMTS,1A5,5FBF
310410,26540,24512,GSM/UMTS,67AC,5FC0
310410,421,24512,GSM/UMTS,1A5,5FC0
310410,26540,24513,GSM/UMTS,67AC,5FC1
310410,421,24513,GSM/UMTS,1A5,5FC1
310410,26540,24517,GSM/UMTS,67AC,5FC5
310410,26540,24518,GSM/UMTS,67AC,5FC6
310410,26540,24519,GSM/UMTS,67AC,5FC7
310410,421,24530,GSM/UMTS,1A5,5FD2
310410,26540,24531,GSM/UMTS,67AC,5FD3
310410,26540,24532,GSM/UMTS,67AC,5FD4
310410,26540,24533,GSM/UMTS,67AC,5FD5
310410,421,24540,GSM/UMTS,1A5,5FDC
310410,26540,24541,GSM/UMTS,67AC,5FDD
310410,26540,24542,GSM/UMTS,67AC,5FDE
310410,26540,24543,GSM/UMTS,67AC,5FDF
310410,421,24600,GSM/UMTS,1A5,6018
310410,26540,24601,GSM/UMTS,67AC,6019
310410,26540,24602,GSM/UMTS,67AC,601A
310410,26540,24603,GSM/UMTS,67AC,601B
310410,26540,24607,GSM/UMTS,67AC,601F
310410,26540,24608,GSM/UMTS,67AC,6020
310410,26540,24609,GSM/UMTS,67AC,6021
310410,421,24640,GSM/UMTS,1A5,6040
310410,26540,24641,GSM/UMTS,67AC,6041
310410,26530,24642,GSM/UMTS,67A2,6042
310410,26530,24643,GSM/UMTS,67A2,6043
310410,26540,24647,GSM/UMTS,67AC,6047
310410,26530,24648,GSM/UMTS,67A2,6048
310410,26530,24649,GSM/UMTS,67A2,6049
310410,52022,24681,GSM/UMTS,CB36,6069
310410,52022,24682,GSM/UMTS,CB36,606A
310410,52022,24683,GSM/UMTS,CB36,606B
310410,52022,24691,GSM/UMTS,CB36,6073
310410,52022,24692,GSM/UMTS,CB36,6074
310410,52022,24693,GSM/UMTS,CB36,6075
310410,52022,24731,GSM/UMTS,CB36,609B
310410,52022,24732,GSM/UMTS,CB36,609C
310410,52022,24733,GSM/UMTS,CB36,609D
310410,26540,24761,GSM/UMTS,67AC,60B9
310410,421,24761,GSM/UMTS,1A5,60B9
310410,26540,24762,GSM/UMTS,67AC,60BA
310410,421,24762,GSM/UMTS,1A5,60BA
310410,26540,24763,GSM/UMTS,67AC,60BB
310410,421,24763,GSM/UMTS,1A5,60BB
310410,26540,24764,GSM/UMTS,67AC,60BC
310410,26540,24765,GSM/UMTS,67AC,60BD
310410,26540,24766,GSM/UMTS,67AC,60BE
310410,26540,24767,GSM/UMTS,67AC,60BF
310410,26540,24768,GSM/UMTS,67AC,60C0
310410,26540,24769,GSM/UMTS,67AC,60C1
310410,26540,24771,GSM/UMTS,67AC,60C3
310410,421,24771,GSM/UMTS,1A5,60C3
310410,26540,24772,GSM/UMTS,67AC,60C4
310410,421,24772,GSM/UMTS,1A5,60C4
310410,26540,24773,GSM/UMTS,67AC,60C5
310410,421,24773,GSM/UMTS,1A5,60C5
310410,26540,24774,GSM/UMTS,67AC,60C6
310410,26540,24775,GSM/UMTS,67AC,60C7
310410,26540,24776,GSM/UMTS,67AC,60C8
310410,26540,24777,GSM/UMTS,67AC,60C9
310410,26540,24778,GSM/UMTS,67AC,60CA
310410,26540,24779,GSM/UMTS,67AC,60CB
310410,26540,24871,GSM/UMTS,67AC,6127
310410,421,24871,GSM/UMTS,1A5,6127
310410,26540,24872,GSM/UMTS,67AC,6128
310410,421,24872,GSM/UMTS,1A5,6128
310410,26540,24873,GSM/UMTS,67AC,6129
310410,421,24873,GSM/UMTS,1A5,6129
310410,26540,24874,GSM/UMTS,67AC,612A
310410,26540,24875,GSM/UMTS,67AC,612B
310410,26540,24876,GSM/UMTS,67AC,612C
310410,26540,24877,GSM/UMTS,67AC,612D
310410,26540,24878,GSM/UMTS,67AC,612E
310410,26540,24879,GSM/UMTS,67AC,612F
310410,26540,24981,GSM/UMTS,67AC,6195
310410,26540,24982,GSM/UMTS,67AC,6196
310410,26540,24983,GSM/UMTS,67AC,6197
310410,26540,24987,GSM/UMTS,67AC,619B
310410,421,24987,GSM/UMTS,1A5,619B
310410,26540,24988,GSM/UMTS,67AC,619C
310410,421,24988,GSM/UMTS,1A5,619C
310410,26540,24989,GSM/UMTS,67AC,619D
310410,421,24989,GSM/UMTS,1A5,619D
310410,52899,25061,GSM/UMTS,CEA3,61E5
310410,52899,25062,GSM/UMTS,CEA3,61E6
310410,37905,26000,GSM/UMTS,9411,6590
310410,37905,26001,GSM/UMTS,9411,6591
310410,37905,26002,GSM/UMTS,9411,6592
310410,37905,26003,GSM/UMTS,9411,6593
310410,37905,26006,GSM/UMTS,9411,6596
310410,37905,26007,GSM/UMTS,9411,6597
310410,37905,26010,GSM/UMTS,9411,659A
310410,37905,26011,GSM/UMTS,9411,659B
310410,37905,26012,GSM/UMTS,9411,659C
310410,37905,26013,GSM/UMTS,9411,659D
310410,37905,26015,GSM/UMTS,9411,659F
310410,37905,26016,GSM/UMTS,9411,65A0
310410,37905,26017,GSM/UMTS,9411,65A1
310410,37905,26018,GSM/UMTS,9411,65A2
310410,37905,26019,GSM/UMTS,9411,65A3
310410,37905,26025,GSM/UMTS,9411,65A9
310410,37905,26026,GSM/UMTS,9411,65AA
310410,37905,26027,GSM/UMTS,9411,65AB
310410,37905,26035,GSM/UMTS,9411,65B3
310410,37905,26036,GSM/UMTS,9411,65B4
310410,37905,26037,GSM/UMTS,9411,65B5
310410,37905,26040,GSM/UMTS,9411,65B8
310410,37905,26041,GSM/UMTS,9411,65B9
310410,37905,26042,GSM/UMTS,9411,65BA
310410,37905,26043,GSM/UMTS,9411,65BB
310410,37905,26045,GSM/UMTS,9411,65BD
310410,37905,26046,GSM/UMTS,9411,65BE
310410,37905,26047,GSM/UMTS,9411,65BF
310410,37905,26048,GSM/UMTS,9411,65C0
310410,37905,26049,GSM/UMTS,9411,65C1
310410,37905,26061,GSM/UMTS,9411,65CD
310410,37905,26062,GSM/UMTS,9411,65CE
310410,37905,26063,GSM/UMTS,9411,65CF
310410,37905,26065,GSM/UMTS,9411,65D1
310410,37905,26066,GSM/UMTS,9411,65D2
310410,37905,26067,GSM/UMTS,9411,65D3
310410,37905,26070,GSM/UMTS,9411,65D6
310410,37905,26071,GSM/UMTS,9411,65D7
310410,37905,26072,GSM/UMTS,9411,65D8
310410,37905,26073,GSM/UMTS,9411,65D9
310410,37905,26075,GSM/UMTS,9411,65DB
310410,37905,26076,GSM/UMTS,9411,65DC
310410,37905,26077,GSM/UMTS,9411,65DD
310410,37905,26078,GSM/UMTS,9411,65DE
310410,37905,26079,GSM/UMTS,9411,65DF
310410,37905,26081,GSM/UMTS,9411,65E1
310410,37905,26082,GSM/UMTS,9411,65E2
310410,37905,26083,GSM/UMTS,9411,65E3
310410,37905,26085,GSM/UMTS,9411,65E5
310410,37905,26086,GSM/UMTS,9411,65E6
310410,37905,26087,GSM/UMTS,9411,65E7
310410,37905,26091,GSM/UMTS,9411,65EB
310410,37905,26092,GSM/UMTS,9411,65EC
310410,37905,26093,GSM/UMTS,9411,65ED
310410,37905,26095,GSM/UMTS,9411,65EF
310410,37905,26096,GSM/UMTS,9411,65F0
310410,37905,26097,GSM/UMTS,9411,65F1
310410,37905,27665,GSM/UMTS,9411,6C11
310410,37905,27666,GSM/UMTS,9411,6C12
310410,37905,27667,GSM/UMTS,9411,6C13
310410,42984,27941,GSM/UMTS,A7E8,6D25
310410,42984,27942,GSM/UMTS,A7E8,6D26
310410,42984,27947,GSM/UMTS,A7E8,6D2B
310410,42984,27948,GSM/UMTS,A7E8,6D2C
310410,42984,27951,GSM/UMTS,A7E8,6D2F
310410,42984,27952,GSM/UMTS,A7E8,6D30
310410,42984,27953,GSM/UMTS,A7E8,6D31
310410,42984,27957,GSM/UMTS,A7E8,6D35
310410,42984,27958,GSM/UMTS,A7E8,6D36
310410,42984,27959,GSM/UMTS,A7E8,6D37
310410,41999,28074,GSM/UMTS,A40F,6DAA
310410,41999,28075,GSM/UMTS,A40F,6DAB
310410,41999,28076,GSM/UMTS,A40F,6DAC
310410,42999,28251,GSM/UMTS,A7F7,6E5B
310410,42999,28252,GSM/UMTS,A7F7,6E5C
310410,42999,28253,GSM/UMTS,A7F7,6E5D
310410,37905,28291,GSM/UMTS,9411,6E83
310410,37905,28292,GSM/UMTS,9411,6E84
310410,37905,28293,GSM/UMTS,9411,6E85
310410,37905,28295,GSM/UMTS,9411,6E87
310410,37905,28296,GSM/UMTS,9411,6E88
310410,37905,28297,GSM/UMTS,9411,6E89
310410,26501,2851,GSM/UMTS,6785,B23
310410,26501,2853,GSM/UMTS,6785,B25
310410,52047,29621,GSM/UMTS,CB4F,73B5
310410,52047,29622,GSM/UMTS,CB4F,73B6
310410,52047,29623,GSM/UMTS,CB4F,73B7
310410,52030,29631,GSM/UMTS,CB3E,73BF
310410,52030,29632,GSM/UMTS,CB3E,73C0
310410,52030,29633,GSM/UMTS,CB3E,73C1
310410,11053,30031,GSM/UMTS,2B2D,754F
310410,11506,30031,GSM/UMTS,2CF2,754F
310410,11053,30032,GSM/UMTS,2B2D,7550
310410,11506,30032,GSM/UMTS,2CF2,7550
310410,11053,30033,GSM/UMTS,2B2D,7551
310410,11506,30033,GSM/UMTS,2CF2,7551
310410,11053,30034,GSM/UMTS,2B2D,7552
310410,11053,30036,GSM/UMTS,2B2D,7554
310410,11506,30037,GSM/UMTS,2CF2,7555
310410,11506,30038,GSM/UMTS,2CF2,7556
310410,11506,30039,GSM/UMTS,2CF2,7557
310410,26520,3007,GSM/UMTS,6798,BBF
310410,26520,3008,GSM/UMTS,6798,BC0
310410,25120,30081,GSM/UMTS,6220,7581
310410,25120,30082,GSM/UMTS,6220,7582
310410,25120,30083,GSM/UMTS,6220,7583
310410,26520,3009,GSM/UMTS,6798,BC1
310410,11053,30091,GSM/UMTS,2B2D,758B
310410,11506,30091,GSM/UMTS,2CF2,758B
310410,11053,30092,GSM/UMTS,2B2D,758C
310410,11506,30092,GSM/UMTS,2CF2,758C
310410,11053,30093,GSM/UMTS,2B2D,758D
310410,11506,30093,GSM/UMTS,2CF2,758D
310410,11053,30094,GSM/UMTS,2B2D,758E
310410,11053,30095,GSM/UMTS,2B2D,758F
310410,11053,30096,GSM/UMTS,2B2D,7590
310410,11506,30097,GSM/UMTS,2CF2,7591
310410,11506,30098,GSM/UMTS,2CF2,7592
310410,11506,30099,GSM/UMTS,2CF2,7593
310410,11093,30101,GSM/UMTS,2B55,7595
310410,11506,30101,GSM/UMTS,2CF2,7595
310410,11093,30102,GSM/UMTS,2B55,7596
310410,11506,30102,GSM/UMTS,2CF2,7596
310410,11093,30103,GSM/UMTS,2B55,7597
310410,11506,30103,GSM/UMTS,2CF2,7597
310410,11506,30108,GSM/UMTS,2CF2,759C
310410,11053,30141,GSM/UMTS,2B2D,75BD
310410,11506,30141,GSM/UMTS,2CF2,75BD
310410,11053,30142,GSM/UMTS,2B2D,75BE
310410,11506,30142,GSM/UMTS,2CF2,75BE
310410,11053,30143,GSM/UMTS,2B2D,75BF
310410,11506,30143,GSM/UMTS,2CF2,75BF
310410,11506,30147,GSM/UMTS,2CF2,75C3
310410,11506,30148,GSM/UMTS,2CF2,75C4
310410,11506,30149,GSM/UMTS,2CF2,75C5
310410,11093,30170,GSM/UMTS,2B55,75DA
310410,11093,30171,GSM/UMTS,2B55,75DB
310410,11506,30171,GSM/UMTS,2CF2,75DB
310410,11093,30172,GSM/UMTS,2B55,75DC
310410,11506,30172,GSM/UMTS,2CF2,75DC
310410,11093,30173,GSM/UMTS,2B55,75DD
310410,11506,30173,GSM/UMTS,2CF2,75DD
310410,11093,30221,GSM/UMTS,2B55,760D
310410,11506,30221,GSM/UMTS,2CF2,760D
310410,11093,30222,GSM/UMTS,2B55,760E
310410,11506,30222,GSM/UMTS,2CF2,760E
310410,11093,30223,GSM/UMTS,2B55,760F
310410,11506,30223,GSM/UMTS,2CF2,760F
310410,11506,30227,GSM/UMTS,2CF2,7613
310410,11506,30228,GSM/UMTS,2CF2,7614
310410,11506,30229,GSM/UMTS,2CF2,7615
310410,11053,30231,GSM/UMTS,2B2D,7617
310410,11516,30231,GSM/UMTS,2CFC,7617
310410,11053,30232,GSM/UMTS,2B2D,7618
310410,11516,30232,GSM/UMTS,2CFC,7618
310410,11053,30233,GSM/UMTS,2B2D,7619
310410,11516,30233,GSM/UMTS,2CFC,7619
310410,11093,30251,GSM/UMTS,2B55,762B
310410,11506,30251,GSM/UMTS,2CF2,762B
310410,11093,30252,GSM/UMTS,2B55,762C
310410,11506,30252,GSM/UMTS,2CF2,762C
310410,11093,30253,GSM/UMTS,2B55,762D
310410,11506,30253,GSM/UMTS,2CF2,762D
310410,11506,30257,GSM/UMTS,2CF2,7631
310410,11506,30258,GSM/UMTS,2CF2,7632
310410,11506,30259,GSM/UMTS,2CF2,7633
310410,11093,30261,GSM/UMTS,2B55,7635
310410,11506,30261,GSM/UMTS,2CF2,7635
310410,11093,30262,GSM/UMTS,2B55,7636
310410,11506,30262,GSM/UMTS,2CF2,7636
310410,11093,30263,GSM/UMTS,2B55,7637
310410,11506,30263,GSM/UMTS,2CF2,7637
310410,11093,30264,GSM/UMTS,2B55,7638
310410,26501,3027,GSM/UMTS,6785,BD3
310410,11093,30271,GSM/UMTS,2B55,763F
310410,11506,30271,GSM/UMTS,2CF2,763F
310410,11093,30272,GSM/UMTS,2B55,7640
310410,11506,30272,GSM/UMTS,2CF2,7640
310410,11093,30273,GSM/UMTS,2B55,7641
310410,11506,30273,GSM/UMTS,2CF2,7641
310410,26501,3028,GSM/UMTS,6785,BD4
310410,26501,3029,GSM/UMTS,6785,BD5
310410,11053,30291,GSM/UMTS,2B2D,7653
310410,11506,30291,GSM/UMTS,2CF2,7653
310410,11053,30292,GSM/UMTS,2B2D,7654
310410,11506,30292,GSM/UMTS,2CF2,7654
310410,11053,30293,GSM/UMTS,2B2D,7655
310410,11506,30293,GSM/UMTS,2CF2,7655
310410,11053,30294,GSM/UMTS,2B2D,7656
310410,11053,30295,GSM/UMTS,2B2D,7657
310410,11053,30296,GSM/UMTS,2B2D,7658
310410,26501,3031,GSM/UMTS,6785,BD7
310410,26501,3032,GSM/UMTS,6785,BD8
310410,26501,3033,GSM/UMTS,6785,BD9
310410,11093,30331,GSM/UMTS,2B55,767B
310410,11506,30331,GSM/UMTS,2CF2,767B
310410,11093,30332,GSM/UMTS,2B55,767C
310410,11506,30332,GSM/UMTS,2CF2,767C
310410,11093,30333,GSM/UMTS,2B55,767D
310410,11506,30333,GSM/UMTS,2CF2,767D
310410,11506,30337,GSM/UMTS,2CF2,7681
310410,11506,30338,GSM/UMTS,2CF2,7682
310410,11506,30339,GSM/UMTS,2CF2,7683
310410,11053,30401,GSM/UMTS,2B2D,76C1
310410,11516,30401,GSM/UMTS,2CFC,76C1
310410,11053,30402,GSM/UMTS,2B2D,76C2
310410,11516,30402,GSM/UMTS,2CFC,76C2
310410,11053,30403,GSM/UMTS,2B2D,76C3
310410,11516,30403,GSM/UMTS,2CFC,76C3
310410,11516,30407,GSM/UMTS,2CFC,76C7
310410,11516,30408,GSM/UMTS,2CFC,76C8
310410,11516,30409,GSM/UMTS,2CFC,76C9
310410,26501,3041,GSM/UMTS,6785,BE1
310410,26501,3042,GSM/UMTS,6785,BE2
310410,11093,30421,GSM/UMTS,2B55,76D5
310410,11506,30421,GSM/UMTS,2CF2,76D5
310410,11093,30422,GSM/UMTS,2B55,76D6
310410,11506,30422,GSM/UMTS,2CF2,76D6
310410,11093,30423,GSM/UMTS,2B55,76D7
310410,11506,30423,GSM/UMTS,2CF2,76D7
310410,11506,30429,GSM/UMTS,2CF2,76DD
310410,26501,3043,GSM/UMTS,6785,BE3
310410,11053,30431,GSM/UMTS,2B2D,76DF
310410,11516,30431,GSM/UMTS,2CFC,76DF
310410,11053,30432,GSM/UMTS,2B2D,76E0
310410,11516,30432,GSM/UMTS,2CFC,76E0
310410,11053,30433,GSM/UMTS,2B2D,76E1
310410,11516,30433,GSM/UMTS,2CFC,76E1
310410,11053,30451,GSM/UMTS,2B2D,76F3
310410,11516,30451,GSM/UMTS,2CFC,76F3
310410,11053,30452,GSM/UMTS,2B2D,76F4
310410,11516,30452,GSM/UMTS,2CFC,76F4
310410,11053,30453,GSM/UMTS,2B2D,76F5
310410,11516,30453,GSM/UMTS,2CFC,76F5
310410,11093,30491,GSM/UMTS,2B55,771B
310410,11506,30491,GSM/UMTS,2CF2,771B
310410,11093,30492,GSM/UMTS,2B55,771C
310410,11506,30492,GSM/UMTS,2CF2,771C
310410,11093,30493,GSM/UMTS,2B55,771D
310410,11506,30493,GSM/UMTS,2CF2,771D
310410,11093,30511,GSM/UMTS,2B55,772F
310410,11506,30511,GSM/UMTS,2CF2,772F
310410,11093,30512,GSM/UMTS,2B55,7730
310410,11506,30512,GSM/UMTS,2CF2,7730
310410,11093,30513,GSM/UMTS,2B55,7731
310410,11506,30513,GSM/UMTS,2CF2,7731
310410,11093,30521,GSM/UMTS,2B55,7739
310410,11506,30521,GSM/UMTS,2CF2,7739
310410,11093,30522,GSM/UMTS,2B55,773A
310410,11506,30522,GSM/UMTS,2CF2,773A
310410,11093,30523,GSM/UMTS,2B55,773B
310410,11506,30523,GSM/UMTS,2CF2,773B
310410,11093,30524,GSM/UMTS,2B55,773C
310410,11093,30525,GSM/UMTS,2B55,773D
310410,11093,30526,GSM/UMTS,2B55,773E
310410,26501,3057,GSM/UMTS,6785,BF1
310410,26501,3058,GSM/UMTS,6785,BF2
310410,26501,3059,GSM/UMTS,6785,BF3
310410,63350,306,GSM/UMTS,F776,132
310410,26501,3061,GSM/UMTS,6785,BF5
310410,26501,3062,GSM/UMTS,6785,BF6
310410,26501,3063,GSM/UMTS,6785,BF7
310410,11093,30641,GSM/UMTS,2B55,77B1
310410,11506,30641,GSM/UMTS,2CF2,77B1
310410,11093,30642,GSM/UMTS,2B55,77B2
310410,11506,30642,GSM/UMTS,2CF2,77B2
310410,11093,30643,GSM/UMTS,2B55,77B3
310410,11506,30643,GSM/UMTS,2CF2,77B3
310410,11093,30651,GSM/UMTS,2B55,77BB
310410,11506,30651,GSM/UMTS,2CF2,77BB
310410,11093,30652,GSM/UMTS,2B55,77BC
310410,11506,30652,GSM/UMTS,2CF2,77BC
310410,11093,30653,GSM/UMTS,2B55,77BD
310410,11506,30653,GSM/UMTS,2CF2,77BD
310410,26501,3071,GSM/UMTS,6785,BFF
310410,11506,30711,GSM/UMTS,2CF2,77F7
310410,11506,30712,GSM/UMTS,2CF2,77F8
310410,11506,30713,GSM/UMTS,2CF2,77F9
310410,11506,30714,GSM/UMTS,2CF2,77FA
310410,11506,30715,GSM/UMTS,2CF2,77FB
310410,11506,30716,GSM/UMTS,2CF2,77FC
310410,11506,30717,GSM/UMTS,2CF2,77FD
310410,11506,30718,GSM/UMTS,2CF2,77FE
310410,11506,30719,GSM/UMTS,2CF2,77FF
310410,26501,3073,GSM/UMTS,6785,C01
310410,11506,31102,GSM/UMTS,2CF2,797E
310410,11506,31271,GSM/UMTS,2CF2,7A27
310410,11506,31272,GSM/UMTS,2CF2,7A28
310410,11506,31273,GSM/UMTS,2CF2,7A29
310410,11506,31291,GSM/UMTS,2CF2,7A3B
310410,11506,31292,GSM/UMTS,2CF2,7A3C
310410,11506,31293,GSM/UMTS,2CF2,7A3D
310410,11506,31471,GSM/UMTS,2CF2,7AEF
310410,11506,31472,GSM/UMTS,2CF2,7AF0
310410,11506,31473,GSM/UMTS,2CF2,7AF1
310410,11506,31521,GSM/UMTS,2CF2,7B21
310410,11506,31522,GSM/UMTS,2CF2,7B22
310410,11506,31523,GSM/UMTS,2CF2,7B23
310410,52042,31571,GSM/UMTS,CB4A,7B53
310410,52042,31572,GSM/UMTS,CB4A,7B54
310410,52042,31573,GSM/UMTS,CB4A,7B55
310410,11506,31651,GSM/UMTS,2CF2,7BA3
310410,11506,31652,GSM/UMTS,2CF2,7BA4
310410,11506,31653,GSM/UMTS,2CF2,7BA5
310410,11506,31711,GSM/UMTS,2CF2,7BDF
310410,11506,31712,GSM/UMTS,2CF2,7BE0
310410,11506,31713,GSM/UMTS,2CF2,7BE1
310410,52042,33531,GSM/UMTS,CB4A,82FB
310410,52042,33532,GSM/UMTS,CB4A,82FC
310410,52042,33533,GSM/UMTS,CB4A,82FD
310410,52047,33631,GSM/UMTS,CB4F,835F
310410,52047,33632,GSM/UMTS,CB4F,8360
310410,52042,33671,GSM/UMTS,CB4A,8387
310410,52042,33672,GSM/UMTS,CB4A,8388
310410,52042,33673,GSM/UMTS,CB4A,8389
310410,52042,33681,GSM/UMTS,CB4A,8391
310410,52042,33682,GSM/UMTS,CB4A,8392
310410,52042,33683,GSM/UMTS,CB4A,8393
310410,26513,33981,GSM/UMTS,6791,84BD
310410,26513,33982,GSM/UMTS,6791,84BE
310410,26513,33983,GSM/UMTS,6791,84BF
310410,26513,33987,GSM/UMTS,6791,84C3
310410,26513,33988,GSM/UMTS,6791,84C4
310410,26513,33989,GSM/UMTS,6791,84C5
310410,26513,34001,GSM/UMTS,6791,84D1
310410,26513,34002,GSM/UMTS,6791,84D2
310410,26513,34003,GSM/UMTS,6791,84D3
310410,26513,34007,GSM/UMTS,6791,84D7
310410,26513,34008,GSM/UMTS,6791,84D8
310410,26513,34009,GSM/UMTS,6791,84D9
310410,52042,3421,GSM/UMTS,CB4A,D5D
310410,52042,3422,GSM/UMTS,CB4A,D5E
310410,52042,3423,GSM/UMTS,CB4A,D5F
310410,26005,34441,GSM/UMTS,6595,8689
310410,26510,34441,GSM/UMTS,678E,8689
310410,26005,34442,GSM/UMTS,6595,868A
310410,26510,34442,GSM/UMTS,678E,868A
310410,26005,34443,GSM/UMTS,6595,868B
310410,26510,34443,GSM/UMTS,678E,868B
310410,26501,34661,GSM/UMTS,6785,8765
310410,26501,34662,GSM/UMTS,6785,8766
310410,26501,34663,GSM/UMTS,6785,8767
310410,26501,34664,GSM/UMTS,6785,8768
310410,26501,34665,GSM/UMTS,6785,8769
310410,26501,34666,GSM/UMTS,6785,876A
310410,26501,34671,GSM/UMTS,6785,876F
310410,52047,34671,GSM/UMTS,CB4F,876F
310410,26501,34672,GSM/UMTS,6785,8770
310410,52047,34672,GSM/UMTS,CB4F,8770
310410,26501,34673,GSM/UMTS,6785,8771
310410,52047,34673,GSM/UMTS,CB4F,8771
310410,26501,34674,GSM/UMTS,6785,8772
310410,26501,34675,GSM/UMTS,6785,8773
310410,26501,34676,GSM/UMTS,6785,8774
310410,26501,34681,GSM/UMTS,6785,8779
310410,26501,34682,GSM/UMTS,6785,877A
310410,26501,34683,GSM/UMTS,6785,877B
310410,26501,34684,GSM/UMTS,6785,877C
310410,26501,34685,GSM/UMTS,6785,877D
310410,26501,34686,GSM/UMTS,6785,877E
310410,26109,35021,GSM/UMTS,65FD,88CD
310410,26521,35021,GSM/UMTS,6799,88CD
310410,26109,35022,GSM/UMTS,65FD,88CE
310410,26521,35022,GSM/UMTS,6799,88CE
310410,26109,35023,GSM/UMTS,65FD,88CF
310410,26521,35023,GSM/UMTS,6799,88CF
310410,26521,35024,GSM/UMTS,6799,88D0
310410,26521,35025,GSM/UMTS,6799,88D1
310410,26521,35026,GSM/UMTS,6799,88D2
310410,26521,35027,GSM/UMTS,6799,88D3
310410,26521,35028,GSM/UMTS,6799,88D4
310410,26521,35029,GSM/UMTS,6799,88D5
310410,26109,35041,GSM/UMTS,65FD,88E1
310410,26513,35041,GSM/UMTS,6791,88E1
310410,26109,35042,GSM/UMTS,65FD,88E2
310410,26513,35042,GSM/UMTS,6791,88E2
310410,26109,35043,GSM/UMTS,65FD,88E3
310410,26513,35043,GSM/UMTS,6791,88E3
310410,26109,35047,GSM/UMTS,65FD,88E7
310410,26513,35047,GSM/UMTS,6791,88E7
310410,26109,35048,GSM/UMTS,65FD,88E8
310410,26513,35048,GSM/UMTS,6791,88E8
310410,26109,35049,GSM/UMTS,65FD,88E9
310410,26513,35049,GSM/UMTS,6791,88E9
310410,26109,35061,GSM/UMTS,65FD,88F5
310410,26513,35061,GSM/UMTS,6791,88F5
310410,26109,35062,GSM/UMTS,65FD,88F6
310410,26513,35062,GSM/UMTS,6791,88F6
310410,26109,35063,GSM/UMTS,65FD,88F7
310410,26513,35063,GSM/UMTS,6791,88F7
310410,26109,35067,GSM/UMTS,65FD,88FB
